報告年度:2024,議題:人力發展,,,,,,,,,,
公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開)-員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開)-員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資平均數變動百分比(每年7/1起公開),非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數(仟元/人)(每年7/1起公開),非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開)-非擔任主管職務之全時員工薪資中位數變動百分比(每年7/1起公開),管理職女性主管占比-管理職女性主管占比,新進員工年齡分布-新進員工年齡分布,離職員工年齡分布-離職員工年齡分布,高齡員工晉用政策及培訓計畫-高齡員工晉用政策及培訓計畫
3576,聯合再生,893,722,716,4.22%,608,10.75%,0.60%,,,
3583,辛耘,"1,304","1,116","1,065",6.61%,929,4.85%,20.74%,,,
3588,通嘉,"2,245","1,995","1,582",6.96%,"1,503",6.44%,15.60%,,,
3591,艾笛森,"1,014",827,748,2.89%,570,2.52%,31.50%,,,
3592,瑞鼎,"3,850","3,497","3,413",33.53%,"2,612",22.11%,8.20%,,,
3593,力銘,"1,179",955,643,5.07%,657,15.87%,16.67%,,,
3596,智易,"2,110","1,867","1,882",0.05%,"1,603",0.88%,22.50%,,,
3605,宏致,969,790,747,0.95%,622,6.69%,34.85%,51歲以上 2.84%、31~50歲 54.55%、30歲以下 42.61%,51歲以上 6.67%、31~50歲 54.29%、30歲以下 39.05%,
3607,谷崧,749,604,548,-8.05%,383,-17.28%,24.32%,,,
3617,碩天,"1,677","1,477","1,290",4.12%,"1,174",7.02%,31.25%,,,
3622,洋華,"1,424","1,283","1,009",4.34%,794,-3.05%,30.00%,30歲以下:69.23% 31-50歲:30.77%,30歲以下:66.67% 31-50歲:33.33%,
3645,達邁,983,823,826,25.72%,743,20.23%,16.70%,32.8,37.4,無。
3652,精聯,"1,037",887,866,-0.12%,803,5.52%,24.00%,,,
3653,健策,"1,230","1,119",901,10.15%,720,12.50%,2.66%,,,
3661,世芯-KY,N/A,N/A,N/A,,N/A,,20.83%,,,
3665,貿聯-KY,N/A,N/A,N/A,,N/A,,33.60%,"2024年全集團新進年齡分布<30歲佔比63.3%,30-50歲佔比36.3%,>50歲佔比0.4%,全年新進人數共計19753人.","2024年全集團離職年齡分布<30歲佔比59.7%,30-50歲佔比39.4%,>50歲佔比0.9%,全年離職人數共計16841人.",1.晉用政策:在公司的行為道德準則中規定:不歧視  • 不得因與工作固有要求無關的特徵而歧視任何員工。  • 公司政策規定，種族、膚色、性別、年齡、性取向、殘疾、國籍、社會或民族血統、工會會員資格、婚姻狀況、政治立場或宗教信仰不得成為招聘、評估和晉升員工的不利因素。對於高齡員工並不會對其有特別的措施，換句話說公司是以職務說明書來公平招募聘用，而不依據年齡因素做為晉用條件。                                                           2.完整的教育訓練架構 貿聯致力於協助員工與公司共同成長，為員工打造持續學習與成長的環境。我們建立完整的教育訓練架構，以在職訓練及個人發展計畫為基礎，新進員工訓練、專業別訓練、階層別管理領導訓練、自我發展及內部講師訓練等五大部分為主軸，協助員工展現貿聯核心價值及達成公司的願景及策略。除此之外，公司導入全球學習平台 LinkedIn Learning ，員工能依自己興趣參加數千門由專家指導的線上課程，涵蓋商業、創意和技術技能，助力員工與公司一起成長。
3669,圓展,"1,299","1,122","1,107",9.50%,964,7.83%,15.20%,,,
3673,TPK-KY,N/A,N/A,N/A,,N/A,,27.66%,年齡分佈： 未滿30歲 64.53% 30~50歲 16.06% 50歲以上 2.59% 計算方式：如未滿30歲新進員工率=（當年度未滿30歲的新進員工總數 / 當年底未滿30歲的員工總數）*100％,年齡分佈： 未滿30歲  77.85% 30~50歲 30.90% 50歲以上 61.10% 計算方式：如未滿30歲離職員工率=（當年度未滿30歲的離職員工總數 / 當年底未滿30歲的員工總數）*100％,公司晉用政策及所有培訓計劃適用所有年齡段的員工。
3679,新至陞,"1,842","1,662",755,5.30%,694,6.12%,39.00%,小於30歲53%，30~50歲46%，大於50歲1%,小於30歲58%，30~50歲42%，大於50歲0%,本公司以人為本為核心價值，在面對超高齡社會及少子化時代來臨，中高齡員工晉用已然為趨勢，為此打造企業友善幸福職場。 公司在職場政策，不得以年齡為由差別待遇，如招募、升遷、考績、訓練、薪資或退休等並建立友善工作福利措施如創造無礙工作場域，提供無障礙環境、友善廁所、各種工作指引易讀版本設計等。 高齡員工培訓計畫，如提供彈性自由無礙的工作安排如彈性聘用與上班時數安排，並可依職務需求設計多元選擇方案，以及採多元訓練以提升個人工作技能等。 高齡員工聘用情況：2024年度台北廠聘用1位高齡員工。
3686,達能,"1,756","1,504",936,3.08%,555,8.61%,40.00%,,,
3694,海華,"1,461","1,226","1,206",5.98%,"1,091",6.13%,4.00%,,,
3701,大眾控,"1,290","1,089",973,-1.82%,814,-1.69%,16.94%,,,
3702,大聯大,"1,695","1,470","1,331",-5.47%,"1,176",-8.84%,31.87%,正職人員新進人數共計 492 人，30 歲以下人數共計 227 人，約佔 46%；31 - 40 歲人數共計 176 人，約佔 36%；41 - 50 歲人數共計 75 人，約佔 15%；51 歲以上人數共計 14 人，約佔 3% 。,正職人員離職人數共計 560 人，30 歲以下人數共計 173 人，約佔 31%；31 - 40 歲人數共計 200 人，約佔 36%；41 - 50 歲人數共計 127 人，約佔 23%；51 歲以上人數共計 60 人，約佔 10% 。,
3703,欣陸,"2,016","1,524",915,0.11%,798,-3.16%,12.73%,,,
3704,合勤控,"1,444","1,225","1,186",1.63%,"1,009",1.92%,32.80%,,,
3705,永信,"2,315","1,879",921,8.10%,807,11.93%,32.93%,,,
3706,神達,"1,064","1,064","1,321",18.90%,"1,088",9.90%,27.27%,≦30 歲: 81.41%; 31-50 歲: 17.90%; ≧ 51 歲: 0.70%,≦30 歲: 81.76%; 31-50 歲: 17.28%; ≧ 51 歲: 0.96%,
3708,上緯投控,"1,793","1,622",700,1.60%,555,8.82%,38.00%,2024年正職新進人員年齡分布，其一為31~50歲佔比60.69%，其二為30歲以下36.75%，以及其三50歲以上佔比2.56%。,2024年正職離職人員年齡分布，其一為31~50歲佔比78.85%，其二為30歲以下16.35%，以及其三50歲以上佔比4.80%。,
3711,日月光投控,"5,075","4,487",976,5.06%,810,9.61%,46.88%,"30歲以下 (<30): 10,438人 30~50歲: 5,396人 50歲以上 (>50): 207人","30歲以下 (<30): 4,296人 30~50歲: 4,722人 50歲以上 (>50): 583人",
3712,永崴投控,627,563,"1,220",8.64%,986,13.73%,34.07%,30歲以下佔86.73%、31-50歲佔13.19%、51歲以上佔0.08%。,30歲以下佔84.39%、31-50歲佔15.08%、51歲以上佔0.53%。,N/A
3714,富采,"1,252","1,075",971,6.24%,778,8.36%,24.00%,,,
3715,定穎投控,"1,785","1,623","1,023",-4.21%,715,-30.38%,85.00%,30-50歲,30-50歲,依高齡員工專長與健康狀況調整適職，提供彈性工時與量身規劃的在職培訓課程，延續職涯發展。
3716,中化控股,737,670,906,,772,,32.61%,,,
4104,佳醫,"1,241","1,073",984,-0.71%,815,3.56%,44.12%,,,
4106,雃博,"1,003",836,827,2.73%,692,4.69%,28.89%,30歲以下24名、30-50歲8名、50歲以上2名 ,30歲以下53名、30-50歲7名、50歲以上20名 ,
4108,懷特,"1,084",923,833,19.34%,607,15.40%,68.18%,,,
4119,旭富,"1,184","1,010",872,2.59%,815,7.10%,27.40%,,,
4133,亞諾法,947,799,668,3.89%,593,5.89%,53.85%,,,
4137,麗豐-KY,N/A,N/A,N/A,,N/A,,68.71%,,,
4142,國光生,945,765,701,9.70%,595,2.06%,32.52%,30歲以下：66人 31-50歲：55人 51歲以上：25人,30歲以下：38人 31-50歲：47人 51歲以上：1人,
4148,全宇生技-KY,N/A,N/A,N/A,,N/A,,48.57%,2024年全宇新進員工41人，其中30歲以下為24人，31-50歲為16人，50歲以上為1人。,2024年全宇離職員工79人，其中30歲以下為32人，31-50歲為42人，50歲以上為5人。,NA
4155,訊映,"1,337","1,185",769,20.91%,513,10.32%,16.67%,,,
4164,承業醫,"1,675","1,482",927,-11.12%,762,-12.11%,41.27%,,,
4190,佐登-KY,N/A,N/A,N/A,,N/A,,75.00%,,,
4306,炎洲,749,624,594,6.45%,541,4.64%,21.00%,,,
4414,如興,"1,771","1,567","1,072",-5.72%,856,2.03%,37.50%,2025無新進員工,64 歲以及 52 歲  均為屆退休年齡，申請退休,本公司招募過程中設限年齡，保障高齡求職者與其他求職者平等機會，高齡員工得依職能表現參與內部晉升，採用多元績效評估方式，兼顧成果與貢獻價值，不以年齡為考量基礎。
4426,利勤,615,506,530,1.34%,485,-0.61%,5.88%,,,
4438,廣越,"1,139",946,877,0.92%,810,1.00%,52.56%,,,
4439,冠星-KY,N/A,N/A,N/A,,N/A,,35.38%,,,
4440,宜新實業,789,674,602,18.74%,585,25.27%,32.30%,,,
4526,東台,757,614,630,-4.98%,604,-6.50%,9.00%,,,
4532,瑞智,"1,369","1,173","1,049",19.75%,882,14.69%,13.70%,,,
4536,拓凱,"1,089",920,758,7.06%,640,13.07%,28.00%,(1)30歲以下：占比50% ； (2)31歲~40歲：占比30%； (3)41歲~50歲：占比10%； (4) 51歲以上：占比10%。,(1)30歲以下：占比36.5%； (2)31歲~40歲：占比36.6%； (3)41歲~50歲：占比9.6%； (4)51歲以上：占比17.3%。,
4540,全球傳動,656,550,552,5.75%,499,7.31%,0.40%,20(含)以下:15.31%；21-30:37.84%；31-40:27.93%；41-50:16.22%；51-60:2.70%,20(含)以下:1.75%；21-30:45.40%；31-40:30.13%；41-50:18.34%；51-60:3.49%；61-70:0.87%,配合國際間最新的科技、法令與永續發展議題安排必要之訓練課程
4545,銘鈺,896,768,706,16.31%,608,25.36%,20.00%,,,
4551,智伸科,"1,721","1,507","1,176",2.08%,987,9.54%,33.00%,,,
4552,力達-KY,N/A,N/A,N/A,,N/A,,0.15%,,,
4555,氣立,659,535,525,4.58%,459,5.52%,18.18%,未滿30歲者佔該類別員工75%，30~50歲者佔該類別員工46.87%，50歲以上者為0.00%,未滿30歲者佔該類別員工61.1%，30~50歲者佔該類別員工46.7%，50歲以上者為32.0%,依照年度教育訓練計畫實施
4557,永新-KY,N/A,N/A,N/A,,N/A,,18.98%,2024年度永新共招募745位新進員工，新進率約為72.19%，共588位員工離職，離職率約為56.98%。針對離職員工分析與調查離職原因，以工作性質與預期不同、家庭因素、健康因素以及個人職涯發展規劃等原因為主，因此未來將加強面談時對於工作內容的說明，確保求職者對其理解與實際情形一致，另將提供留職停薪、進修補助等相關協助，給予員工全方面的支援，以提升優秀人才留任率。,2024年度永新共招募745位新進員工，新進率約為72.19%，共588位員工離職，離職率約為56.98%。針對離職員工分析與調查離職原因，以工作性質與預期不同、家庭因素、健康因素以及個人職涯發展規劃等原因為主，因此未來將加強面談時對於工作內容的說明，確保求職者對其理解與實際情形一致，另將提供留職停薪、進修補助等相關協助，給予員工全方面的支援，以提升優秀人才留任率。,
4560,強信-KY,N/A,N/A,N/A,,N/A,,7.69%,2024年度新進員工年齡分佈方面： 年齡分佈在30歲以下，佔員工總數約7.78%。 年齡分佈在31~50歲之間，佔員工總數約4.82%。 年齡分佈在51歲以上，佔員工總數約0.67%。,2024年度離職員工年齡分佈方面： 年齡分佈在30歲以下，佔員工總數約5.78%。 年齡分佈在31~50歲之間，佔員工總數約8.23%。 年齡分佈在51歲以上，佔員工總數約0.52%。,
4562,穎漢,722,613,583,2.82%,524,9.17%,35.90%,,,
4564,元翎,769,595,602,15.99%,578,25.38%,14.29%,,,
4566,時碩工業,989,843,784,5.38%,647,4.35%,24.50%,,,
4569,六方科-KY,N/A,N/A,N/A,,N/A,,25.64%,,,
4571,鈞興-KY,N/A,N/A,N/A,,N/A,,21.69%,,,
4572,駐龍,749,637,630,0.16%,578,0.87%,28.57%,,,
4576,大銀微系統,"1,124",964,940,14.22%,840,15.07%,16.00%,<30歲佔31.5%；30歲~<50歲佔68.5%。,<30歲佔30.6% ；30歲~<50歲佔61.2％； >=50歲佔8.2%。,
4581,光隆精密-KY,N/A,N/A,N/A,,N/A,,23.08%,,,
4583,台灣精銳,791,684,669,1.67%,584,0.86%,33.33%,,,
4588,玖鼎電力,"1,210",937,748,4.32%,609,4.64%,29.41%,,,
4720,德淵,"1,195","1,013",850,10.68%,762,8.39%,38.00%,30歲下以16人，30-50歲25人，50歲以上0人,30歲下以10人，30-50歲21人，50歲以上2人,公司重視多元與共融的用人理念，對於高齡員工的晉用與發展亦持正向態度，持續關注相關議題與趨勢，並評估合適的制度設計方向。公司亦響應104多元職場趨勢年會-友善響應牆，入圍「DEI壯世代百強企業」初審。未來將視實際需求，適時規劃與調整相關機制，包括職務安排、彈性工時及培訓資源等，以建構更具包容性的工作環境，善用不同世代的人才經驗，促進整體組織的穩健發展與永續經營。
4722,國精化,"1,039",856,827,5.22%,775,7.04%,10.00%,,,
4736,泰博,971,836,709,3.35%,565,2.54%,33.33%,新進員工人數 = 239 1. < 30歲 : 人數 = 124 2. 30~50歲 : 人數 = 106 3. > 50歲 : 人數 = 9,離職員工人數 = 233 1. < 30歲 : 人數 = 56 2. 30~50歲 : 人數 = 160 3. > 50歲 : 人數 = 17,人是泰博科技最重要的資產，而員工的教育訓練則是確保人力資產能持續增值，我們會依據公司發展以及個人訓練需求，結合內部以及外部訓練資源，規劃多元化的訓練課程，並鼓勵員工自我學習，提供各階層管理技能之訓練、專業技術訓練、直接人員訓練、通識訓練、派外訓練及新進員工訓練等多樣化學習方案，透過泰博人才培育系統，不斷的激發員工潛能，在工作上創造無限可能。 
4737,華廣,777,663,608,10.34%,554,13.06%,27.70%,,,
4739,康普,"1,149",971,820,4.06%,699,3.40%,18.03%,,,
4746,台耀,"1,234","1,073",996,7.68%,920,6.98%,32.70%,,,
4755,三福化,"1,161",920,916,1.78%,832,2.72%,18.87%,24-63,26-51,1.具有公司需求之專業者退休後另以顧問方式聘僱。2.導入外部線上課程學習平台供全體員工強化所需能力。3.辦理退休理財課程，鼓勵員工對退休生活即早規畫。
4763,材料-KY,N/A,N/A,N/A,,N/A,,0.31%,,,
4764,雙鍵,871,722,646,-5.14%,589,-5.31%,45.50%,2024新進人員33人，30歲以下13人，30-50歲19人，50歲以上1人,2024離職人員25人，30歲以下7人，30-50歲17人，50歲以上1人,
4766,南寶,"1,185","1,029",946,7.26%,819,6.78%,16.00%,30歲以下：39.81% 30-50歲：54.54% 51歲以上：5.65%,30歲以下：31.98% 30-50歲：56.18% 51歲以上：11.84%,
4770,上品,"1,262","1,103",963,6.53%,763,7.16%,19.78%,30歲以下：55.77%；30-50歲：44.23%,30歲以下：36.54%；30-50歲：57.69%；51歲以上：5.77%,無。
4771,望隼,"1,023",866,770,,646,,24.40%,,,
4807,日成-KY,N/A,N/A,N/A,,N/A,,41.00%,,,
4904,遠傳,"1,285","1,086","1,096",4.88%,991,6.90%,32.80%,,,
4906,正文,"1,518","1,336","1,243",3.58%,"1,098",4.57%,29.00%,,,
4912,聯德控股-KY,N/A,N/A,N/A,,N/A,,30.90%,台灣地區： 未滿30歲：(男)0人(女)2人 30-50歲：(男)4人(女)7人 50歲以上：(男)1人(女)0人 中國地區： 未滿30歲：(男)80人(女)55人 30-50歲：(男)91人(女)132人 50歲以上：(男)4人(女)1人,台灣地區： 未滿30歲：(男)0人(女)0人 30-50歲：(男)2人(女)6人 50歲以上：(男)0人(女)0人 中國地區： 未滿30歲：(男)76人(女)41人 30-50歲：(男)85人(女)114人 50歲以上：(男)3人(女)0人,
4915,致伸,"2,432","2,174","1,899",16.72%,"1,660",13.70%,25.90%,"2024 年致伸集團總新進員工人數 2,964人，未滿30歲計1,651人、30歲-50歲計1,275人、51歲以上計34人","2024 年致伸集團總離職員工人數 4,072 人，未滿30歲計1,834人、30歲-50歲計2,147人、51歲以上計91人",
4916,事欣科,"1,500","1,289",645,0.16%,661,-1.49%,37.50%,,,
4919,新唐,"1,634","1,465","1,508",1.62%,"1,248",0.73%,14.21%,2024年新唐臺灣新進人數共216位，30歲以下佔56.48%、31-50歲佔41.20%、51歲以上佔2.31%。,2024年新唐臺灣離職人數共177位，30歲以下佔32.77%、31-50歲佔49.15%、51歲以上佔18.08%,無相關資料
4927,泰鼎-KY,N/A,N/A,N/A,,N/A,,29.11%,,,
4930,燦星網,863,714,670,-4.01%,630,-10.51%,17.76%,,,
4934,太極,"1,297","1,120",879,-35.75%,832,-33.49%,35.00%,,,
4935,茂林-KY,N/A,N/A,N/A,,N/A,,25.53%,,,
4938,和碩,"1,760","1,498","1,452",7.88%,"1,235",8.91%,18.09%,每月平均新進人數中，30歲以下每月平均33人、31-50歲21人、51歲以上7人 ,每月平均離職人數中，30歲以下每月平均27人、31-50歲54人、51歲以上12人 ,無 
4942,嘉彰,"1,083",950,766,3.37%,578,8.04%,22.45%,,,
4943,康控-KY,N/A,N/A,N/A,,N/A,,0.00%,,,
4949,有成精密,758,626,743,,625,,40.82%,,,
4952,凌通,"1,995","1,753","1,807",6.80%,"1,709",4.91%,33.00%,,,
4956,光鋐,729,606,635,4.44%,546,3.41%,32.81%,,,
4958,臻鼎-KY,N/A,N/A,N/A,,N/A,,16.40%,,,
4960,誠美材,957,771,793,19.07%,640,-1.99%,29.17%,,,
4961,天鈺,"2,789","2,490","2,612",7.67%,"2,176",11.82%,17.09%,30歲以下：73人（53%）；31~49歲：56人（41%）；50歲以上：9人（6%）,30歲以下：26人（22%）；31~49歲：85人（72%）；50歲以上：7人（6%）,
4967,十銓,"1,061",894,826,4.03%,694,6.28%,40.74%,,,
4968,立積,"1,839","1,612","1,490",1.71%,"1,266",4.98%,21.15%,,,
4976,佳凌,749,628,574,3.05%,527,-3.30%,26.25%,30歲以下 135人 31~50歲    48人 51以上        12人,30歲以下   41人 31~50歲   98人 51以上        25人,一、公平選用：不因年齡而限制應聘資格 公司秉持「能力本位」原則，在招募與甄選過程中，不將年齡作為排除或限制條件，鼓勵具備工作意願與適任條件之中高齡者踴躍應徵。所有面試與錄用流程皆以工作所需技能、工作態度及整體適配性為考量，避免年齡歧視，保障就業平等權益。 二、善用政府資源：爭取就業獎勵與輔助措施 為提升高齡人力之晉用彈性與經濟可行性，積極申請政府提供之相關補助或就業獎勵，透過申請資源，為高齡員工創造更適合的工作環境，達成勞資雙贏。
4977,眾達-KY,N/A,N/A,N/A,,N/A,,37.93%,,,
4989,榮科,"1,291","1,078","1,080",13.92%,"1,035",12.26%,20.83%,,,
4994,傳奇,"1,219","1,055",930,10.58%,837,12.65%,45.45%,21-30歲:29人 31-40歲:11人 41-50歲:1人 51-60歲:0人,21-30歲:32人 31-40歲:30人 41-50歲:8人 51-60歲:0人,
